[0.595246, 0.609589, 0.523530], 139.438158, 1, black
[0.610453, 0.592321, 0.525836], 165.450899, 0, white
[0.376044, 0.577994, 0.724233], 143.600139, 1, blue
[0.611778, 0.590437, 0.526414], 140.573824, 0, white
[0.566528, 0.624633, 0.537475], 137.680790, 1, black
[0.586583, 0.593736, 0.550816], 139.792704, 0, white
[0.444921, 0.593229, 0.670913], 141.598023, 1, blue
[0.613112, 0.594533, 0.520216], 161.471360, 0, white
[0.359349, 0.542413, 0.759379], 147.488983, 1, blue
[0.345115, 0.534590, 0.771433], 147.776859, 0, blue
[0.598521, 0.570020, 0.562895], 140.346001, 1, black
[0.320221, 0.527030, 0.787209], 149.896631, 0, blue
[0.351600, 0.540923, 0.764054], 147.895233, 1, blue
[0.623737, 0.673353, 0.396924], 141.085081, 0, black
[0.692383, 0.672217, 0.262165], 148.761554, 1, yellow
[0.581381, 0.610091, 0.538316], 139.323365, 0, black
[0.940939, 0.239410, 0.239410], 179.607906, 1, red
[0.863602, 0.371916, 0.340398], 158.637953, 0, red
[0.638555, 0.581794, 0.503749], 140.943251, 1, white
[0.938350, 0.247230, 0.241611], 177.971908, 0, red
[0.913860, 0.281188, 0.292904], 170.704423, 1, red
[0.335028, 0.522643, 0.783965], 149.241415, 0, blue
[0.609944, 0.567390, 0.553205], 140.996454, 1, black
[0.424319, 0.513289, 0.745981], 146.116392, 0, blue
[0.450536, 0.819156, 0.354967], 146.492321, 1, green
[0.705251, 0.657782, 0.264469], 147.465250, 0, yellow
[0.877715, 0.414133, 0.241062], 161.783806, 1, red
[0.667904, 0.695166, 0.265799], 146.727639, 0, yellow
[0.506647, 0.794204, 0.335483], 146.058208, 1, green
[0.692318, 0.674414, 0.256635], 167.552977, 0, yellow
[0.886376, 0.375479, 0.270837], 162.459226, 1, red
[0.701470, 0.666102, 0.253472], 169.643744, 0, yellow
[0.584870, 0.627149, 0.514403], 141.911945, 1, white
[0.396814, 0.820994, 0.410497], 146.164291, 0, green
[0.485323, 0.786087, 0.382790], 146.294224, 1, green
[0.858048, 0.410097, 0.309150], 158.499211, 0, red
[0.598521, 0.570020, 0.562895], 140.346001, 1, black
[0.439181, 0.507803, 0.741118], 145.725770, 0, blue
[0.939672, 0.244648, 0.239088], 179.849937, 1, red
[0.924855, 0.277457, 0.260116], 173.000000, 0, red
[0.621473, 0.593852, 0.510989], 144.817126, 1, white
[0.902812, 0.312975, 0.294919], 166.147525, 0, red
[0.935052, 0.247845, 0.253478], 177.530279, 1, red
[0.434297, 0.517020, 0.737615], 145.062056, 0, blue
[0.881398, 0.403974, 0.244833], 163.376865, 1, red
[0.691963, 0.675745, 0.254080], 184.981080, 0, yellow
[0.428047, 0.828916, 0.360103], 147.180162, 1, green
