[0.291807, 0.530558, 0.795837], 150.784615, 1, blue
[0.942287, 0.275275, 0.190575], 188.902091, 0, orange
[0.356074, 0.839797, 0.409821], 148.845558, 1, green
[0.302285, 0.525713, 0.795141], 152.174242, 0, blue
[0.942802, 0.238473, 0.232928], 180.313616, 1, red
[0.610176, 0.595561, 0.522486], 273.691432, 0, white
[0.939017, 0.245933, 0.240344], 178.910592, 1, red
[0.611784, 0.593922, 0.522472], 223.935259, 0, white
[0.680345, 0.683111, 0.265500], 361.581250, 1, yellow
[0.680235, 0.688738, 0.250837], 235.212670, 0, yellow
[0.674757, 0.674757, 0.299010], 377.914011, 1, yellow
[0.683739, 0.683739, 0.254954], 258.870624, 0, yellow
[0.666376, 0.666376, 0.334495], 382.666957, 1, yellow
[0.680037, 0.687233, 0.255463], 277.926249, 0, yellow
[0.671492, 0.671492, 0.313363], 379.751234, 1, yellow
[0.684830, 0.684830, 0.249029], 240.935676, 0, yellow
[0.943139, 0.273695, 0.188628], 270.373815, 1, orange
[0.493270, 0.514112, 0.701694], 143.937486, 0, blue
[0.940160, 0.276518, 0.199093], 271.230529, 1, orange
[0.292574, 0.565199, 0.771330], 150.389494, 0, blue
[0.346095, 0.855442, 0.385275], 153.137193, 1, green
[0.281739, 0.530717, 0.799352], 152.623720, 0, blue
[0.273745, 0.521419, 0.808199], 153.427507, 1, blue
[0.948095, 0.227543, 0.222125], 184.580606, 0, red
[0.943468, 0.277491, 0.181294], 270.279485, 1, orange
[0.498464, 0.775388, 0.387694], 144.443761, 0, green
[0.642308, 0.573865, 0.508055], 379.880244, 1, white
[0.928336, 0.307511, 0.208876], 172.351385, 0, orange
[0.427706, 0.799624, 0.421507], 161.325757, 1, green
[0.537450, 0.693351, 0.480012], 243.743718, 0, white
[0.364462, 0.848203, 0.384342], 150.907256, 1, green
[0.379882, 0.846403, 0.373217], 150.046659, 0, green
[0.935920, 0.293622, 0.194525], 272.459171, 1, orange
[0.494417, 0.765997, 0.410853], 143.603621, 0, green
[0.647513, 0.571654, 0.503923], 369.104321, 1, white
[0.930232, 0.306225, 0.202224], 173.075128, 0, orange
[0.421102, 0.803334, 0.421102], 154.356730, 1, green
[0.411645, 0.809569, 0.418506], 145.756647, 1, green
[0.602775, 0.599463, 0.526600], 301.937080, 0, white
[0.354452, 0.854482, 0.379770], 157.990506, 1, green
[0.379882, 0.846403, 0.373217], 150.046659, 0, green
[0.935920, 0.293622, 0.194525], 272.459171, 1, orange
[0.515507, 0.759328, 0.397080], 143.547901, 0, green
[0.642592, 0.573837, 0.507727], 378.156052, 1, white
[0.930232, 0.306225, 0.202224], 173.075128, 0, orange
[0.942022, 0.275070, 0.192173], 265.386511, 1, orange
[0.502710, 0.509693, 0.698209], 143.223601, 0, blue
[0.942057, 0.269687, 0.199494], 270.684318, 1, orange
[0.289750, 0.539988, 0.790227], 151.855194, 0, blue
[0.354680, 0.853860, 0.380953], 152.249795, 1, green
[0.285188, 0.543846, 0.789240], 150.777982, 0, blue
[0.253295, 0.526074, 0.811842], 153.970776, 1, blue
[0.923839, 0.292645, 0.246740], 174.272775, 1, red
[0.378646, 0.818147, 0.432739], 147.895233, 0, green
[0.279975, 0.586615, 0.759932], 150.013333, 1, blue
[0.394607, 0.836032, 0.381230], 149.515885, 0, green
[0.922745, 0.318437, 0.217116], 276.349417, 1, orange
[0.940909, 0.244970, 0.233835], 179.613474, 0, red
[0.589415, 0.589415, 0.552432], 432.632639, 1, white
[0.938318, 0.278652, 0.204724], 175.846524, 0, orange
[0.904425, 0.327259, 0.273708], 168.062488, 1, red
[0.923565, 0.298294, 0.240930], 174.324410, 1, red
[0.377646, 0.822730, 0.424852], 148.286884, 0, green
[0.271048, 0.581762, 0.766868], 151.264669, 1, blue
[0.277853, 0.568938, 0.774020], 151.158857, 1, blue
[0.400231, 0.833815, 0.380220], 149.913308, 0, green
[0.922015, 0.318185, 0.220560], 276.568256, 1, orange
[0.940909, 0.244970, 0.233835], 179.613474, 0, red
[0.589415, 0.589415, 0.552432], 432.632639, 1, white
[0.938318, 0.278652, 0.204724], 175.846524, 0, orange
[0.907233, 0.320200, 0.272763], 168.644597, 1, red
[0.383406, 0.820624, 0.423765], 148.667414, 0, green
[0.960878, 0.193220, 0.198442], 191.491514, 1, red
[0.958041, 0.200030, 0.205294], 189.971050, 0, red
[0.962250, 0.192450, 0.192450], 192.257640, 1, red
[0.958470, 0.199027, 0.204264], 190.929306, 0, red
[0.962250, 0.192450, 0.192450], 192.257640, 1, red
[0.955058, 0.206929, 0.212235], 188.470157, 0, red
[0.960878, 0.193220, 0.198442], 191.491514, 1, red
[0.960474, 0.194194, 0.199443], 190.530837, 1, red
[0.956575, 0.206113, 0.206113], 189.216807, 0, red
[0.962250, 0.192450, 0.192450], 192.257640, 1, red
[0.957605, 0.201044, 0.206335], 189.013227, 0, red
[0.961862, 0.193418, 0.193418], 191.295583, 1, red
[0.958041, 0.200030, 0.205294], 189.971050, 0, red
[0.960878, 0.193220, 0.198442], 191.491514, 1, red
[0.955058, 0.206929, 0.212235], 188.470157, 0, red
[0.471796, 0.806839, 0.355556], 146.249786, 1, green
[0.938683, 0.273071, 0.210492], 175.778269, 0, orange
[0.409009, 0.641721, 0.648773], 141.806206, 1, blue
[0.689620, 0.678062, 0.254273], 259.563094, 0, yellow
[0.665792, 0.665792, 0.336812], 383.002611, 1, yellow
[0.397579, 0.842329, 0.363886], 148.398113, 0, green
[0.677382, 0.677382, 0.286891], 376.449200, 1, yellow
[0.669106, 0.696793, 0.258413], 216.707176, 0, yellow
[0.366301, 0.852481, 0.372961], 150.149925, 1, green
[0.376620, 0.827219, 0.416972], 148.690955, 0, green
[0.246732, 0.519437, 0.818113], 154.012986, 1, blue
[0.318545, 0.524272, 0.789726], 150.685102, 0, blue
[0.918396, 0.324140, 0.226898], 277.658063, 1, orange
[0.944708, 0.268637, 0.188046], 223.349502, 0, orange
[0.609014, 0.589907, 0.530200], 418.709923, 1, white
[0.596285, 0.613823, 0.517365], 228.078934, 0, white
[0.594815, 0.592367, 0.543411], 408.530293, 1, white
[0.298142, 0.596285, 0.745356], 147.580487, 0, blue
[0.353971, 0.848195, 0.394043], 149.729757, 1, green
[0.529125, 0.769637, 0.357331], 145.523194, 0, green
[0.939879, 0.280121, 0.195347], 271.311629, 1, orange
[0.948421, 0.260816, 0.180200], 210.876741, 0, orange
[0.923071, 0.314930, 0.220813], 276.251697, 1, orange
[0.305981, 0.538792, 0.784907], 150.336290, 0, blue
[0.594350, 0.594350, 0.541753], 380.247288, 1, white
[0.525582, 0.511566, 0.679753], 142.698984, 0, blue
[0.936248, 0.290053, 0.198264], 272.363727, 1, orange
[0.947343, 0.266440, 0.177627], 202.672149, 0, orange
[0.664615, 0.664615, 0.341430], 383.680857, 1, yellow
